Unnamed: 0,티커,종목명,강도_1m,강도_2m,최종점수,비고
1,77970,STX엔진,0.08712856657962723,0.07916841888618929,0.332593970931633,중복(2배)
2,34230,파라다이스,0.01238002241851626,0.1035589166219589,0.2318778780809503,중복(2배)
3,90460,비에이치,0.04853713506965318,0.0344821353360924,0.1660385408114912,중복(2배)
4,150,두산,0.01397412894118449,0.06668737792796199,0.1613230137382929,중복(2배)
5,9150,삼성전기,0.02301310920773783,0.05437692474049361,0.1547800678964629,중복(2배)
6,35720,카카오,0.03515090957836093,0.03485288286667675,0.1400075848900754,중복(2배)
7,402340,SK스퀘어,-0.005635494678931383,0.04065607934722525,0.04065607934722525,2개월상위
8,42670,HD현대인프라코어,-0.01399209387609231,0.03658217740762304,0.03658217740762304,2개월상위
9,42660,한화오션,-0.01802810277293464,0.03183972797383655,0.03183972797383655,2개월상위
10,47810,한국항공우주,0.009387344177537149,0.03107283671956999,0.03107283671956999,2개월상위
11,336260,두산퓨얼셀,0.02393135691375205,0.02296179385663117,0.02393135691375205,1개월상위
12,1450,현대해상,0.01565718401449729,0.001356169805874287,0.01565718401449729,1개월상위
13,11070,LG이노텍,0.01295268580261679,0.02079481125695997,0.01295268580261679,1개월상위
14,5380,현대차,0.01079399533229204,0.006045005294429001,0.01079399533229204,1개월상위
