Unnamed: 0,티커,종목명,강도_1m,강도_2m,최종점수,비고
1,71970,HD현대마린엔진,0.0355537168480541,0.05882941579410746,0.1887662652843231,중복(2배)
2,77970,STX엔진,0.04633604080517326,0.04693163755496747,0.1865353567202815,중복(2배)
3,15760,한국전력,0.02985928900571916,0.03435528812675086,0.12842915426494,중복(2배)
4,79550,LIG넥스원,0.02734221557225925,0.0308292985392143,0.1163430282229471,중복(2배)
5,62040,산일전기,0.01002092991986685,0.03880782819050911,0.03880782819050911,2개월상위
6,192820,코스맥스,0.001988635195009604,0.03863331527560266,0.03863331527560266,2개월상위
7,204320,HL만도,0.01041823374919487,0.03232317267299564,0.03232317267299564,2개월상위
8,35720,카카오,0.01502065066476474,0.02993526060333431,0.02993526060333431,2개월상위
9,47810,한국항공우주,-0.03622936692825991,0.02901945676634797,0.02901945676634797,2개월상위
10,100840,SNT에너지,0.005171427255890483,0.02723077541951164,0.02723077541951164,2개월상위
11,42660,한화오션,0.02673811863958095,-0.07042652556953348,0.02673811863958095,1개월상위
12,5690,파미셀,0.02136664839915114,0.01764054459432203,0.02136664839915114,1개월상위
13,10620,HD현대미포,0.02129691999420637,0.02373121962010598,0.02129691999420637,1개월상위
14,9420,한올바이오파마,0.01748846893437203,0.02417103908077659,0.01748846893437203,1개월상위
15,36460,한국가스공사,0.01717679142393971,0.0008194985051765787,0.01717679142393971,1개월상위
16,9830,한화솔루션,0.01672218314292004,0.006305991527085762,0.01672218314292004,1개월상위
