Unnamed: 0,티커,종목명,강도_1m,강도_2m,최종점수,비고
1,79550,LIG넥스원,0.08138643303646446,0.06314237808771635,0.2890576222483616,중복(2배)
2,62040,산일전기,0.05758832699148551,0.05477933027707055,0.2247353145371121,중복(2배)
3,12510,더존비즈온,0.04468889443937575,0.05109346116294811,0.1915647112046477,중복(2배)
4,17960,한국카본,0.02450241505784296,0.0572677819696095,0.1635403940549049,중복(2배)
5,880,한화,0.03323268899868888,0.04352287935850665,0.1535111367143911,중복(2배)
6,3230,삼양식품,0.02801097537631594,0.04262991674987789,0.1412817842523877,중복(2배)
7,139480,이마트,0.02851425656507981,0.04054784361815805,0.1381242003664757,중복(2배)
8,35420,NAVER,0.0221574152352033,0.03312196716572428,0.1105587648018552,중복(2배)
9,278470,에이피알,0.02048257268373614,0.0395130459915061,0.0395130459915061,2개월상위
10,64350,현대로템,0.02088972056467189,0.03415462806222751,0.03415462806222751,2개월상위
11,10120,LS ELECTRIC,0.02427207861111111,0.01946068230555556,0.02427207861111111,1개월상위
12,204320,HL만도,0.02415674961994,0.01913118784922731,0.02415674961994,1개월상위
