Unnamed: 0,티커,종목명,강도_1m,강도_2m,최종점수,비고
1,62040,산일전기,0.03563907092163449,0.1081286576210336,0.2875354570853361,중복(2배)
2,47810,한국항공우주,0.06721952615040473,0.07257185026053199,0.2795827528218734,중복(2배)
3,880,한화,0.03440132588381955,0.06730939765175202,0.2034214470711431,중복(2배)
4,192820,코스맥스,0.03625844416011018,0.04948746687895723,0.1714918220781348,중복(2배)
5,71970,HD현대마린엔진,0.02564000306734879,0.04329512315932965,0.1378702524533569,중복(2배)
6,79550,LIG넥스원,0.00407017228739003,0.09284045509530792,0.09284045509530792,2개월상위
7,204320,HL만도,0.01997482346963543,0.04760488812560306,0.04760488812560306,2개월상위
8,12510,더존비즈온,-0.01372924502328056,0.04344983043907862,0.04344983043907862,2개월상위
9,17960,한국카본,0.01414560757043,0.04195964888793711,0.04195964888793711,2개월상위
10,278470,에이피알,0.02007457121086922,0.03732923129401658,0.03732923129401658,2개월상위
11,42670,HD현대인프라코어,0.03062202641098876,0.02015631902032627,0.03062202641098876,1개월상위
12,12450,한화에어로스페이스,0.02842506072931052,0.03442798379113937,0.02842506072931052,1개월상위
13,28050,삼성E&A,0.02736461243835249,-0.01448333922380884,0.02736461243835249,1개월상위
14,100840,SNT에너지,0.02399485701724851,0.01136941892272276,0.02399485701724851,1개월상위
15,138930,BNK금융지주,0.02292391289138856,0.02808070758394176,0.02292391289138856,1개월상위
