티커,종목명,강도_단기,강도_장기,최종점수,비고
77970,STX엔진,0.07139539577725226,0.08722115431529964,0.3172331001851038,중복(2배)
7660,이수페타시스,0.01358892871676164,0.04924560948170871,0.1256690763969407,중복(2배)
35720,카카오,0.01430830256413642,0.03522003947849123,0.0990566840852553,중복(2배)
128940,한미약품,0.01222892374315159,0.02961369657741801,0.0836852406411392,중복(2배)
150,두산,0.01242473021331221,0.02481991106656363,0.07448928255975168,중복(2배)
10140,삼성중공업,0.01712142725352113,0.01953722149754588,0.073317297502134,중복(2배)
336260,두산퓨얼셀,0.01309663877313487,0.02251802677289235,0.07122933109205443,중복(2배)
103140,풍산,0.006578271727698592,0.0426967208665474,0.0426967208665474,장기상위
9150,삼성전기,0.008353544833525938,0.02540138510580131,0.02540138510580131,장기상위
1450,현대해상,0.007873259964879363,0.01728141234273893,0.01728141234273893,장기상위
353200,대덕전자,0.01622171855218529,-0.004466250245849037,0.01622171855218529,단기상위
11170,롯데케미칼,0.013449096404135,-0.0001565503563299794,0.013449096404135,단기상위
47810,한국항공우주,0.01075370642962156,0.01089544047220524,0.01075370642962156,단기상위
