티커,종목명,강도_단기,강도_장기,최종점수,비고
62040,산일전기,0.02642046306797031,0.03250782721533653,0.1178565805666137,단기+장기 중복(2배)
278470,에이피알,0.01379713025649748,0.04008851455634196,0.1077712896256789,단기+장기 중복(2배)
12450,한화에어로스페이스,0.0182570631822744,0.03475086265815359,0.106015851680856,단기+장기 중복(2배)
204320,HL만도,0.01719385784807796,0.02297178754037625,0.08033129077690843,단기+장기 중복(2배)
267270,HD현대건설기계,0.01984960850884533,0.02011367877338098,0.07992657456445262,단기+장기 중복(2배)
71970,HD현대마린엔진,-0.005988546782786336,0.04419398404889124,0.04419398404889124,장기상위
47810,한국항공우주,-0.001361958663930102,0.03310706350437509,0.03310706350437509,장기상위
229640,LS에코에너지,0.01357355679523767,0.02191372142978559,0.02191372142978559,장기상위
9420,한올바이오파마,0.018432928117105,0.01337192329824855,0.018432928117105,단기상위
11500,한농화성,0.0180407665326639,0.006602607548835305,0.0180407665326639,단기상위
5010,휴스틸,0.01785998296724817,0.01293895302986022,0.01785998296724817,단기상위
17960,한국카본,0.01755418366747124,0.01278529107895465,0.01755418366747124,단기상위
28050,삼성E&A,0.009840891251835722,0.01705527545449942,0.01705527545449942,장기상위
77970,STX엔진,0.01646032818908328,0.0038752683017193,0.01646032818908328,단기상위
42670,HD현대인프라코어,0.00934368330259814,0.01615689964230723,0.01615689964230723,장기상위
