티커,종목명,강도_단기,강도_장기,최종점수,비고
71970,HD현대마린엔진,0.04222830760549907,0.03735553082008777,0.1591676768511737,단기+장기 중복(2배)
490,대동,0.01378155104943117,0.01874738476386444,0.06505787162659121,단기+장기 중복(2배)
15760,한국전력,0.01402970141828787,0.01823942484443675,0.06453825252544924,단기+장기 중복(2배)
62040,산일전기,0.006388338735882687,0.03326696012295075,0.03326696012295075,장기상위
5690,파미셀,0.03073219197009315,0.007822872199848617,0.03073219197009315,단기상위
9420,한올바이오파마,0.00693868530611604,0.02527107017894592,0.02527107017894592,장기상위
204320,HL만도,0.00685649077226427,0.02500955965789191,0.02500955965789191,장기상위
17960,한국카본,0.002298844146857463,0.01758946202562846,0.01758946202562846,장기상위
11500,한농화성,-0.0002299604149344017,0.0172214744109958,0.0172214744109958,장기상위
12450,한화에어로스페이스,-0.001898148287536564,0.01369642651398949,0.01369642651398949,장기상위
79550,LIG넥스원,0.01232068095907529,0.008490399562636676,0.01232068095907529,단기상위
241560,두산밥캣,0.002151352077775327,0.01169802607166504,0.01169802607166504,장기상위
3230,삼양식품,0.01076420854657059,0.000522288776543547,0.01076420854657059,단기상위
17670,SK텔레콤,0.00896288667989963,0.007566332250072286,0.00896288667989963,단기상위
100840,SNT에너지,0.007974478346138503,0.009006876844881703,0.007974478346138503,단기상위
17860,DS단석,0.007793012921091398,-0.003863963340654637,0.007793012921091398,단기상위
192820,코스맥스,0.007089735926098632,0.00272562469907605,0.007089735926098632,단기상위
