티커,종목명,강도_단기,강도_장기,최종점수,비고
5690,파미셀,0.05705958715237222,0.07481879529958992,0.2637567649039243,중복(2배)
6260,LS,0.04784027988166573,0.05379143196534496,0.2032634236940214,중복(2배)
1440,대한전선,0.03487635606140504,0.06450587408137082,0.1987644602855517,중복(2배)
353200,대덕전자,0.02859715305209567,0.0419085756960593,0.1410114574963099,중복(2배)
51910,LG화학,0.01440160274186033,0.02999339133074899,0.08878998814521863,중복(2배)
10950,S-Oil,0.01187357331499597,0.02751023886492351,0.07876762435983896,중복(2배)
9150,삼성전기,0.0128651244667069,0.02398784847428962,0.07370594588199306,중복(2배)
11070,LG이노텍,0.01313474279178014,0.02330847205257021,0.07288642968870071,중복(2배)
66570,LG전자,0.003310482573734664,0.02870851305724234,0.02870851305724234,장기상위
352820,하이브,0.0238765254956913,0.01231468227642369,0.0238765254956913,단기상위
15760,한국전력,0.001357290406027197,0.02108528537646254,0.02108528537646254,장기상위
35720,카카오,0.01338186020763038,0.006407449058803845,0.01338186020763038,단기상위
