티커,종목명,강도_단기,강도_장기,최종점수,비고
298040,효성중공업,0.1022137079186769,0.130268598710614,0.4649646132585818,단기+장기 중복(2배)
278470,에이피알,0.0270670494872052,0.09074215103799352,0.2356184010503974,단기+장기 중복(2배)
489790,한화비전,0.02424402443215934,0.06699798868040875,0.1824840262251362,단기+장기 중복(2배)
720,현대건설,0.03768899065626089,0.04518394031027484,0.1657458619330714,단기+장기 중복(2배)
1790,대한제당,0.02681030682475808,0.05190826944049323,0.1574371525305026,단기+장기 중복(2배)
161890,한국콜마,0.02423583350889435,0.04732346989444714,0.143118606806683,단기+장기 중복(2배)
17960,한국카본,0.02009440938310984,0.04939970777432068,0.04939970777432068,장기상위
10620,HD현대미포,0.01043730964954359,0.04552919914931434,0.04552919914931434,장기상위
34020,두산에너빌리티,0.0133523634421736,0.0415860807564631,0.0415860807564631,장기상위
3160,디아이,0.0395756357108347,0.0257475481247454,0.0395756357108347,단기상위
3230,삼양식품,0.006579500746892709,0.03748734460308065,0.03748734460308065,장기상위
10140,삼성중공업,0.03485746952596242,0.03228311223266013,0.03485746952596242,단기상위
64350,현대로템,0.03427923712492702,0.0256960652901264,0.03427923712492702,단기상위
103140,풍산,0.02363637234605937,0.01079855389088149,0.02363637234605937,단기상위
