티커,종목명,강도_단기,강도_장기,최종점수,비고
278470,에이피알,0.06948134932664798,0.07082246852268939,0.2806076356986748,단기+장기 중복(2배)
10620,HD현대미포,0.03917751582769794,0.07254240807238763,0.2234398478001711,단기+장기 중복(2배)
489790,한화비전,0.03795429641381727,0.0640893698907774,0.2040873326091893,단기+장기 중복(2배)
79550,LIG넥스원,0.02985420210738706,0.04875769616634906,0.1572237965474723,단기+장기 중복(2배)
298040,효성중공업,0.0307061261760549,0.04597389892996289,0.1533600502120356,단기+장기 중복(2배)
17960,한국카본,0.03085509782536141,0.04490930100695503,0.1515287976646329,단기+장기 중복(2배)
3230,삼양식품,0.02923276840244349,0.04012385161173197,0.1387132400283509,단기+장기 중복(2배)
77970,STX엔진,-0.001215017991291655,0.04629678775959729,0.04629678775959729,장기상위
82740,한화엔진,0.01939426638130655,0.03944724569988942,0.03944724569988942,장기상위
161890,한국콜마,0.02319692697199327,0.03533129317298936,0.03533129317298936,장기상위
34020,두산에너빌리티,0.0310798581725848,0.03409685370060146,0.0310798581725848,단기상위
1790,대한제당,0.02625136163300239,0.001543223923233587,0.02625136163300239,단기상위
71970,HD현대마린엔진,0.02501159634355967,0.02523541515619897,0.02501159634355967,단기상위
