티커,종목명,강도_단기,강도_장기,최종점수,비고
7810,코리아써키트,0.04082263971601652,0.07827502887361004,0.2381953371792531,중복(2배)
11070,LG이노텍,0.02281119024865908,0.0358646872087375,0.1173517549147932,중복(2배)
161390,한국타이어앤테크놀로지,0.01969906976237826,0.02685110883501397,0.09310035719478446,중복(2배)
11780,금호석유화학,0.01359493971185238,0.02327767134064921,0.07374522210500317,중복(2배)
139480,이마트,0.01724392619620008,0.01679321355246991,0.06807427949733998,중복(2배)
78930,GS,0.01340196293419326,0.01611938613560467,0.05904269813959585,중복(2배)
90430,아모레퍼시픽,0.01474212938111035,0.01335504446241379,0.05619434768704827,중복(2배)
195870,해성디에스,0.03702563143207947,0.003558965118874874,0.03702563143207947,단기상위
353200,대덕전자,0.01037917561233545,0.03337201371248441,0.03337201371248441,장기상위
10950,S-Oil,0.009636370129362085,0.01958412466864692,0.01958412466864692,장기상위
68270,셀트리온,0.0166552488598378,0.01188754277025181,0.0166552488598378,단기상위
100,유한양행,0.01086643873757343,0.01644450929558621,0.01644450929558621,장기상위
3230,삼양식품,0.0113930541393151,0.0002714209624988377,0.0113930541393151,단기상위
