티커,종목명,강도_단기,강도_장기,최종점수,비고
36570,엔씨소프트,0.01101699119804171,0.03914004896256238,0.1003140803212082,중복(2배)
71970,HD현대마린엔진,0.005432180677561012,0.0322166608646994,0.07529768308452083,중복(2배)
272210,한화시스템,0.01488114546487743,0.01630692893805645,0.06237614880586777,중복(2배)
138930,BNK금융지주,0.00874824800930561,0.01430966360096446,0.04611582322054015,중복(2배)
5935,삼성전자우,0.006874020981887372,0.0136214905214847,0.04099102300674414,중복(2배)
990,DB하이텍,0.006910114835630231,0.01274959842915036,0.03931942652956117,중복(2배)
660,SK하이닉스,0.006387888481481787,0.009742835631104028,0.03226144822517163,중복(2배)
22100,포스코DX,0.004636914625792033,0.009789305285992785,0.02885243982356964,중복(2배)
7810,코리아써키트,0.02394054837455265,-0.01280260507470096,0.02394054837455265,단기상위
3490,대한항공,0.002931256226448298,0.01071811479853238,0.01071811479853238,장기상위
64350,현대로템,0.005472295566265493,0.002582480518932611,0.005472295566265493,단기상위
79550,LIG넥스원,0.002454268825142375,0.005176297721999578,0.005176297721999578,장기상위
