티커,종목명,강도_단기,강도_장기,최종점수,비고
32350,롯데관광개발,0.05973618712437209,0.07005302834529606,0.2595784309393363,중복(2배)
8770,호텔신라,0.04645063662453847,0.0656403810623457,0.2241820353737683,중복(2배)
11070,LG이노텍,0.0400968174205429,0.02786353479437309,0.135920704429832,중복(2배)
278470,에이피알,0.01914890556357557,0.02126288875611002,0.0808235886393712,중복(2배)
272210,한화시스템,0.01796570354010247,0.01925577094612181,0.07444294897244857,중복(2배)
5930,삼성전자,0.01321892525103018,0.01912601875307113,0.06468988800820263,중복(2배)
5935,삼성전자우,0.007207009166936074,0.01374616900666792,0.04190635634720798,중복(2배)
34020,두산에너빌리티,0.007905777329263557,0.01274874815867519,0.0413090509758775,중복(2배)
64350,현대로템,0.002486532867909687,0.02343532969171452,0.02343532969171452,장기상위
17800,현대엘리베이터,0.004797590398530993,0.01595336704219063,0.01595336704219063,장기상위
66970,엘앤에프,0.01368139115557591,0.01161305740896361,0.01368139115557591,단기상위
42670,HD현대인프라코어,0.01341506766768985,-0.006673017561952835,0.01341506766768985,단기상위
