티커,종목명,강도_단기,강도_장기,최종점수,비고
47810,한국항공우주,0.03137924951759564,0.07070192032850901,0.2041623396922093,단기+장기 중복(2배)
71970,HD현대마린엔진,0.05109660243152598,0.02613897520069773,0.1544711552644474,단기+장기 중복(2배)
192820,코스맥스,0.01338138422043662,0.05567191817050117,0.1381066047818756,단기+장기 중복(2배)
82740,한화엔진,0.02922630413936636,0.02891342564538867,0.1162794595695101,단기+장기 중복(2배)
272210,한화시스템,0.0269255876484457,0.02726398212134894,0.1083791395395893,단기+장기 중복(2배)
278470,에이피알,0.02445443168500819,0.02696840221500569,0.1028456678000278,단기+장기 중복(2배)
79550,LIG넥스원,-0.001577218282641573,0.0581522078642245,0.0581522078642245,장기상위
880,한화,0.01060756578444899,0.02921480946887153,0.02921480946887153,장기상위
138930,BNK금융지주,0.00997677720132355,0.02396901414359956,0.02396901414359956,장기상위
35720,카카오,0.003990189247944047,0.02390241860591751,0.02390241860591751,장기상위
5690,파미셀,0.02089762104967109,-0.006671668731284116,0.02089762104967109,단기상위
12450,한화에어로스페이스,0.01592268453557866,0.01182631480755346,0.01592268453557866,단기상위
6260,LS,0.01551189352838353,0.01079543707465002,0.01551189352838353,단기상위
84690,대상홀딩스,0.01463553067288574,0.01482409119458041,0.01463553067288574,단기상위
