티커,종목명,강도_단기,강도_장기,최종점수,비고
35250,강원랜드,0.01196722035550848,0.01498365565466597,0.0539017520203489,중복(2배)
103140,풍산,0.004945116890711863,0.02013462912059462,0.05015949202261295,중복(2배)
10060,OCI홀딩스,0.01258592902884781,0.01152742839351822,0.04822671484473205,중복(2배)
34730,SK,0.008569505119881646,0.01097795982963319,0.03909492989902966,중복(2배)
5490,POSCO홀딩스,0.005902588397331516,0.0103585638464396,0.03252230448754223,중복(2배)
28050,삼성E&A,0.004003504990243109,0.006933070310594357,0.02187315060167493,중복(2배)
79550,LIG넥스원,0.003284559328968904,0.0169282508927243,0.0169282508927243,장기상위
1040,CJ,0.005061584782217796,0.003382599247936388,0.01688836806030837,중복(2배)
3490,대한항공,0.01083138866296059,0.002953236351593177,0.01083138866296059,단기상위
10140,삼성중공업,0.007139211261427121,-0.00424742907376841,0.007139211261427121,단기상위
9830,한화솔루션,0.001802556870945146,0.006639181524995213,0.006639181524995213,장기상위
12330,현대모비스,0.003285707777990316,0.005580382717811472,0.005580382717811472,장기상위
100,유한양행,0.00443679900843351,0.002669962162397179,0.00443679900843351,단기상위
