티커,종목명,강도_단기,강도_장기,최종점수,비고
475150,SK이터닉스,0.1383036813002776,0.1336435054127257,0.5438943734260067,단기+장기 중복(2배)
052690,한전기술,0.06342830569040803,0.05780139553073977,0.2424594024422956,단기+장기 중복(2배)
139480,이마트,0.04964820742599949,0.06993583810918563,0.2391680910703702,단기+장기 중복(2배)
008970,동양철관,0.05567510357870329,0.05304178745608136,0.2174337820695693,단기+장기 중복(2배)
103590,일진전기,0.04885372964413886,0.04917806945559786,0.1960635981994734,단기+장기 중복(2배)
035510,신세계 I&C,0.035765479276608,0.05287133326041907,0.1772736250740541,단기+장기 중복(2배)
000150,두산,0.02713440246648285,0.04922551776469163,0.152719840462349,단기+장기 중복(2배)
103140,풍산,0.02102177220000651,0.0578132945289325,0.0578132945289325,장기상위
00680K,미래에셋증권2우B,0.05462282385726423,0.03251598812234494,0.05462282385726423,단기상위
064400,LG씨엔에스,0.008521905245602307,0.04710290840363327,0.04710290840363327,장기상위
042670,HD현대인프라코어,0.01304019890536858,0.0464261787368874,0.0464261787368874,장기상위
007660,이수페타시스,0.03281550165946524,0.02799244897138983,0.03281550165946524,단기상위
000155,두산우,0.02947392554299864,0.0124660716608044,0.02947392554299864,단기상위
