Unnamed: 0,티커,종목명,강도_1m,강도_2m,최종점수,비고
1,475150,SK이터닉스,0.1973008450835495,0.1924018332632775,0.7794053566936541,중복(2배)
2,10620,HD현대미포,0.0453721334377379,0.08508974868575916,0.2609237642469941,중복(2배)
3,35510,신세계 I&C,0.04514866412052992,0.08073776458258514,0.2517728574062301,중복(2배)
4,161890,한국콜마,0.0424575359704026,0.08336636491064409,0.2516478017620934,중복(2배)
5,37270,YG PLUS,0.05806004782052281,0.06710250133855716,0.25032509831816,중복(2배)
6,139480,이마트,0.05069542119577269,0.06987257081698538,0.2411359840255161,중복(2배)
7,298040,효성중공업,0.001110399219276275,0.09497217885564431,0.09497217885564431,2개월상위
8,278470,에이피알,0.02091110147649168,0.09472838038319716,0.09472838038319716,2개월상위
9,1790,대한제당,0.01370559347217075,0.06583903904421566,0.06583903904421566,2개월상위
10,100840,SNT에너지,0.01826577576961217,0.06533134398921239,0.06533134398921239,2개월상위
11,64400,LG씨엔에스,0.05144028752209459,0.05780786960288145,0.05144028752209459,1개월상위
12,103590,일진전기,0.04821937856800197,0.03265663772631326,0.04821937856800197,1개월상위
13,103140,풍산,0.04708341560306132,0.04892809036405528,0.04708341560306132,1개월상위
14,52690,한전기술,0.03925070164506543,0.03679632636002996,0.03925070164506543,1개월상위
