티커,종목명,강도_단기,강도_장기,최종점수,비고
5690,파미셀,0.07027069397984499,0.05485378620124735,0.2502489603621847,단기+장기 중복(2배)
42670,HD현대인프라코어,0.03868408964855316,0.05916853909309321,0.1957052574832928,단기+장기 중복(2배)
47810,한국항공우주,0.02438528183162204,0.0719262679997161,0.1926230996626763,단기+장기 중복(2배)
139480,이마트,0.02423032356711891,0.07057460118457881,0.1896098495033954,단기+장기 중복(2배)
7660,이수페타시스,0.04279126925569937,0.04253089523454091,0.1706443289804806,단기+장기 중복(2배)
161890,한국콜마,0.03239345521132045,0.04887565386667996,0.1625382181560008,단기+장기 중복(2배)
278470,에이피알,0.03272196694221303,0.04801729604121418,0.1614785259668544,단기+장기 중복(2배)
990,DB하이텍,0.02321395736269386,0.04896711639068365,0.144362147506755,단기+장기 중복(2배)
71970,HD현대마린엔진,0.06153496799859846,0.00678901394918592,0.06153496799859846,단기상위
4020,현대제철,0.02109264809626736,0.05263013548181611,0.05263013548181611,장기상위
489790,한화비전,0.0202950693086381,0.03301428862868072,0.03301428862868072,장기상위
103140,풍산,0.02823241307307112,0.009608504656082829,0.02823241307307112,단기상위
