티커,종목명,강도_단기,강도_장기,최종점수,비고
17960,한국카본,0.05199768984381235,0.0785798904092475,0.2611551605061197,단기+장기 중복(2배)
71970,HD현대마린엔진,0.05422268516287417,0.05711166234493498,0.2226686950156183,단기+장기 중복(2배)
720,현대건설,0.02652547767597597,0.05123166961120908,0.1555142945743701,단기+장기 중복(2배)
10620,HD현대미포,0.02010134084450767,0.05228781969606055,0.1447783210811364,단기+장기 중복(2배)
139480,이마트,0.02636839936830552,0.04260763731154538,0.1379520733597018,단기+장기 중복(2배)
489790,한화비전,0.03438892581533327,0.0259678787782314,0.1207136091871293,단기+장기 중복(2배)
15760,한국전력,0.02569648140421568,0.03008274744167772,0.1115584576917868,단기+장기 중복(2배)
100840,SNT에너지,0.01368611222066169,0.03142088861413251,0.03142088861413251,장기상위
484870,엠앤씨솔루션,0.01637634992558123,0.02977933963867457,0.02977933963867457,장기상위
82740,한화엔진,0.02347160579546485,-0.00946472415074467,0.02347160579546485,단기상위
278470,에이피알,0.01192187638670116,0.02262314176010325,0.02262314176010325,장기상위
3230,삼양식품,0.02114932701575301,0.007112040234783917,0.02114932701575301,단기상위
62040,산일전기,0.01642126573821749,0.01976460561617554,0.01642126573821749,단기상위
