티커,종목명,강도_단기,강도_장기,최종점수,비고
7810,코리아써키트,0.05786722926449753,0.1042532253806507,0.3242409092902965,중복(2배)
990,DB하이텍,0.02043869004956148,0.03682221159203617,0.1145218032831953,중복(2배)
71970,HD현대마린엔진,0.01928594017585646,0.03474542488705015,0.1080627301258132,중복(2배)
271560,오리온,0.01431778540930466,0.02579482944319594,0.0802252297050012,중복(2배)
36570,엔씨소프트,0.01374386256286569,0.0247608537609074,0.07700943264754617,중복(2배)
22100,포스코DX,0.0131249194071796,0.02364576978111952,0.07354137837659824,중복(2배)
138930,BNK금융지주,0.01183011568988823,0.02131305979174911,0.06628635096327468,중복(2배)
3490,대한항공,0.007106694355161283,0.01280337451329432,0.03982013773691122,중복(2배)
79550,LIG넥스원,0.006292318350558954,0.0113361999789074,0.03525703665893271,중복(2배)
272210,한화시스템,0.005700649517910069,0.01027025324282107,0.03194180552146228,중복(2배)
