티커,종목명,강도_단기,강도_장기,최종점수,비고
267270,HD건설기계,0.03597579117273182,0.06481375232663994,0.2015790869987435,중복(2배)
12510,더존비즈온,0.02708601192225085,0.048797983616711,0.1517679910779237,중복(2배)
82740,한화엔진,0.02042824823681285,0.03680339968983,0.1144632958532857,중복(2배)
42670,HD현대인프라코어,0.02018209275529111,0.03635992756890865,0.1130840406483995,중복(2배)
489790,한화비전,0.0175071455848379,0.03154076007485197,0.09809581131937975,중복(2배)
62040,산일전기,0.01696718606414716,0.03056797250021798,0.09507031712873028,중복(2배)
4020,현대제철,0.0124888586588631,0.02249984685733598,0.06997741103239817,중복(2배)
5387,현대차2우B,0.009875217229161173,0.01779112738867996,0.05533268923568227,중복(2배)
880,한화,0.008378471252426944,0.01509459953287351,0.04694614157060091,중복(2배)
10120,LS ELECTRIC,0.006696269652076319,0.01206395602693603,0.03752045135802469,중복(2배)
