티커,종목명,강도_단기,강도_장기,최종점수,비고
229640,LS에코에너지,0.04530726024389183,0.08162526655625013,0.2538650536002839,중복(2배)
353200,대덕전자,0.03737940619926267,0.06734249606585964,0.2094438045302446,중복(2배)
10060,OCI홀딩스,0.03190229647902103,0.05747497067443356,0.1787545343069092,중복(2배)
103590,일진전기,0.02975495507820119,0.05360633431713314,0.1667225787906687,중복(2배)
336260,두산퓨얼셀,0.0276474779580987,0.04980951718973344,0.1549139902956643,중복(2배)
66970,엘앤에프,0.01480088113838134,0.02666517157922007,0.08293210543520282,중복(2배)
5385,현대차우,0.01433641553845567,0.02582839336318895,0.08032961780328925,중복(2배)
450080,에코프로머티,0.01296600433100969,0.02335946940933917,0.07265094748069773,중복(2배)
6260,LS,0.01002203206310492,0.01805562804245069,0.05615532021111122,중복(2배)
7660,이수페타시스,0.00957309445717878,0.01724682495981922,0.05363983883399601,중복(2배)
