티커,종목명,강도_단기,강도_장기,최종점수,비고
17960,한국카본,0.05574091204040969,0.06575661535382421,0.2429950547884678,단기+장기 중복(2배)
42670,HD현대인프라코어,0.04616652761163457,0.05912329901555111,0.2105796532543714,단기+장기 중복(2배)
103140,풍산,0.03921660532891326,0.05759878283029048,0.1936307763184075,단기+장기 중복(2배)
64400,LG씨엔에스,0.0472609399975238,0.04379616978964743,0.1821142195743425,단기+장기 중복(2배)
71970,HD현대마린엔진,0.04664308245529115,0.04354317938648077,0.1803725236835438,단기+장기 중복(2배)
52690,한전기술,0.03536972993446463,0.04163129588098976,0.1540020516309088,단기+장기 중복(2배)
298040,효성중공업,-0.002063207526192186,0.06737342051671977,0.06737342051671977,장기상위
720,현대건설,0.005645791793051967,0.05312540638763309,0.05312540638763309,장기상위
77970,STX엔진,0.0528802676800411,0.03982768786530436,0.0528802676800411,단기상위
6360,GS건설,0.009839664620141988,0.0491827956911082,0.0491827956911082,장기상위
10140,삼성중공업,0.006082453158899923,0.04423908272918258,0.04423908272918258,장기상위
42660,한화오션,0.02649394774895659,0.02319982352555602,0.02649394774895659,단기상위
267260,HD현대일렉트릭,0.02384916782920123,0.02631536643289838,0.02384916782920123,단기상위
12510,더존비즈온,0.02322638348137321,0.01981554871722269,0.02322638348137321,단기상위
