티커,종목명,강도_단기,강도_장기,최종점수,비고
326030,SK바이오팜,0.006863607049570472,0.01236542999825458,0.03845807409565011,중복(2배)
10120,LS ELECTRIC,0.006293645843881856,0.01133859158227848,0.03526447485232068,중복(2배)
9150,삼성전기,0.004195268335484103,0.007558168256379006,0.02350687318372622,중복(2배)
34730,SK,0.003698506827014048,0.006663205940726301,0.0207234255354807,중복(2배)
51910,LG화학,0.00291443949400848,0.005250635312749391,0.01633014961351574,중복(2배)
10130,고려아연,0.002859616869401897,0.005151867227397576,0.01602296819359895,중복(2배)
64350,현대로템,0.002542606215522149,0.004580742886953836,0.01424669820495197,중복(2배)
86790,하나금융지주,0.002362452640898449,0.004256179373941518,0.01323726402967993,중복(2배)
28260,삼성물산,0.001918096944114162,0.003455631029138533,0.01074745594650539,중복(2배)
105560,KB금융,0.001311048613586915,0.002361976689302494,0.007346050605778817,중복(2배)
