티커,종목명,강도_단기,강도_장기,최종점수,비고
32350,롯데관광개발,0.04167305734316529,0.07507791015256439,0.2335019349914594,중복(2배)
8770,호텔신라,0.02857459843727248,0.05147981143915278,0.1601088197528505,중복(2배)
66970,엘앤에프,0.02269195865138575,0.04088168570847276,0.127147288719717,중복(2배)
42670,HD현대인프라코어,0.02059517289637829,0.03710413007516988,0.1153986059430963,중복(2배)
17800,현대엘리베이터,0.01895931273558856,0.03415697500654678,0.1062325754842707,중복(2배)
11070,LG이노텍,0.01331725910996075,0.02399228774367891,0.07461909370727933,중복(2배)
36570,엔씨소프트,0.01261680321830267,0.0227303509468011,0.07069430833020754,중복(2배)
278470,에이피알,0.007084361153237159,0.01276313916138167,0.03969500062923766,중복(2배)
272210,한화시스템,0.005454507483457993,0.009826805348053321,0.03056262566302263,중복(2배)
64350,현대로템,0.002572519229822409,0.004634633979741527,0.01441430641912787,중복(2배)
