티커,종목명,강도_단기,강도_장기,최종점수,비고
7810,코리아써키트,0.09495881794719238,0.1710771912731354,0.5320720184406557,중복(2배)
195870,해성디에스,0.06659645339881683,0.1199797390333743,0.3731523848643822,중복(2배)
139480,이마트,0.0274025101323932,0.04936818474183704,0.1535413897484605,중복(2배)
353200,대덕전자,0.02557955127619034,0.04608395387557768,0.143327010303536,중복(2배)
11780,금호석유화학,0.01880198496347636,0.03387353431147429,0.1053510385499013,중복(2배)
11170,롯데케미칼,0.01637105889613539,0.02949399365602283,0.09173010510431642,중복(2배)
138930,BNK금융지주,0.01232175686141605,0.02219879734153608,0.06904110840590426,중복(2배)
78930,GS,0.01101423872347512,0.01984318113428706,0.06171483971552436,중복(2배)
11070,LG이노텍,0.01039569958563122,0.01872882503042647,0.05824904923211537,중복(2배)
161390,한국타이어앤테크놀로지,0.008094867843060835,0.01458366146773436,0.0453570586215904,중복(2배)
